,Id,UserId,Name,Date,Class,TagBased
74,75,64,Informed,2014-05-14T01:35:57.447,3,False
75,76,70,Informed,2014-05-14T01:50:35.440,3,False
76,77,5,Informed,2014-05-14T01:55:55.893,3,False
77,78,72,Autobiographer,2014-05-14T01:56:33.713,3,False
78,79,73,Autobiographer,2014-05-14T01:56:33.713,3,False
79,80,3,Critic,2014-05-14T01:56:33.713,3,False
80,81,5,Critic,2014-05-14T01:56:33.713,3,False
81,82,7,Critic,2014-05-14T01:56:33.713,3,False
82,83,20,Critic,2014-05-14T01:56:33.713,3,False
83,84,22,Critic,2014-05-14T01:56:33.713,3,False
84,85,36,Critic,2014-05-14T01:56:33.713,3,False
85,86,38,Critic,2014-05-14T01:56:33.713,3,False
86,87,48,Critic,2014-05-14T01:56:33.713,3,False
87,88,50,Critic,2014-05-14T01:56:33.713,3,False
88,89,51,Critic,2014-05-14T01:56:33.713,3,False
89,90,54,Critic,2014-05-14T01:56:33.713,3,False
90,91,61,Critic,2014-05-14T01:56:33.713,3,False
91,92,71,Supporter,2014-05-14T01:56:33.713,3,False
92,93,5,Custodian,2014-05-14T01:56:33.713,3,False
93,94,63,Editor,2014-05-14T02:06:33.783,3,False
94,95,72,Supporter,2014-05-14T02:06:33.783,3,False
95,96,63,Student,2014-05-14T02:11:33.993,3,False
96,97,69,Supporter,2014-05-14T02:11:33.993,3,False
97,98,5,Quorum,2014-05-14T02:12:25.667,3,False
98,99,67,Precognitive,2014-05-14T02:12:25.667,3,False
99,100,73,Precognitive,2014-05-14T02:12:25.667,3,False
100,101,72,Precognitive,2014-05-14T02:12:25.667,3,False
101,102,75,Autobiographer,2014-05-14T02:16:33.820,3,False
102,103,24,Supporter,2014-05-14T02:16:33.820,3,False
103,104,63,Autobiographer,2014-05-14T02:31:33.877,3,False
104,105,28,Supporter,2014-05-14T02:31:33.877,3,False
105,106,63,Informed,2014-05-14T02:36:31.577,3,False
106,107,78,Autobiographer,2014-05-14T02:36:33.910,3,False
107,108,63,Supporter,2014-05-14T02:36:33.910,3,False
108,109,78,Supporter,2014-05-14T02:36:33.910,3,False
109,110,79,Autobiographer,2014-05-14T02:51:33.930,3,False
110,111,36,Scholar,2014-05-14T02:51:33.930,3,False
111,112,79,Supporter,2014-05-14T03:00:26.977,3,False
112,113,78,Precognitive,2014-05-14T03:12:26.547,3,False
113,114,77,Precognitive,2014-05-14T03:12:26.547,3,False
114,115,75,Precognitive,2014-05-14T03:12:26.547,3,False
115,116,76,Precognitive,2014-05-14T03:12:26.547,3,False
116,117,82,Autobiographer,2014-05-14T03:20:27.107,3,False
117,118,83,Autobiographer,2014-05-14T03:25:27.143,3,False
118,119,85,Autobiographer,2014-05-14T03:33:59.397,3,False
119,120,87,Precognitive,2014-05-14T04:13:14.240,3,False
120,121,82,Precognitive,2014-05-14T04:13:14.240,3,False
121,122,90,Supporter,2014-05-14T04:46:37.183,3,False
122,123,91,Supporter,2014-05-14T04:56:37.323,3,False
123,124,92,Supporter,2014-05-14T05:06:40.257,3,False
124,125,93,Autobiographer,2014-05-14T05:27:53.610,3,False
125,126,94,Autobiographer,2014-05-14T05:27:53.610,3,False
126,127,98,Autobiographer,2014-05-14T05:37:54.577,3,False
127,128,99,Autobiographer,2014-05-14T05:47:55.667,3,False
128,129,84,Student,2014-05-14T05:47:55.667,3,False
129,130,14,Supporter,2014-05-14T05:47:55.667,3,False
130,131,96,Student,2014-05-14T05:55:26.553,3,False
131,132,97,Student,2014-05-14T06:00:29.667,3,False
132,133,100,Autobiographer,2014-05-14T06:10:33.230,3,False
133,134,96,Critic,2014-05-14T06:10:33.230,3,False
134,135,100,Supporter,2014-05-14T06:10:33.230,3,False
135,136,94,Precognitive,2014-05-14T06:13:14.820,3,False
136,137,95,Precognitive,2014-05-14T06:13:14.820,3,False
137,138,101,Autobiographer,2014-05-14T06:15:33.193,3,False
138,139,97,Editor,2014-05-14T06:15:33.193,3,False
139,140,101,Supporter,2014-05-14T06:20:33.220,3,False
140,141,104,Autobiographer,2014-05-14T06:36:52.037,3,False
141,142,97,Supporter,2014-05-14T06:36:52.037,3,False
142,143,14,Teacher,2014-05-14T06:36:52.037,3,False
143,144,21,Supporter,2014-05-14T06:46:52.280,3,False
144,145,108,Autobiographer,2014-05-14T06:57:01.047,3,False
145,146,108,Supporter,2014-05-14T07:02:01.247,3,False
146,147,109,Autobiographer,2014-05-14T07:07:01.007,3,False
147,148,111,Autobiographer,2014-05-14T07:07:01.007,3,False
148,149,109,Informed,2014-05-14T07:07:14.580,3,False
149,150,109,Supporter,2014-05-14T07:12:02.477,3,False
150,151,111,Supporter,2014-05-14T07:12:02.477,3,False
151,152,111,Precognitive,2014-05-14T07:13:18.857,3,False
152,153,106,Precognitive,2014-05-14T07:13:18.857,3,False
153,154,113,Autobiographer,2014-05-14T07:22:02.363,3,False
154,155,115,Autobiographer,2014-05-14T07:30:12.043,3,False
155,156,115,Supporter,2014-05-14T07:30:12.043,3,False
156,157,14,Editor,2014-05-14T07:45:12.110,3,False
157,158,101,Critic,2014-05-14T07:50:12.113,3,False
158,159,97,Teacher,2014-05-14T07:50:12.113,3,False
159,160,118,Autobiographer,2014-05-14T07:55:12.123,3,False
160,161,119,Autobiographer,2014-05-14T07:55:12.123,3,False
161,162,115,Editor,2014-05-14T07:55:12.123,3,False
162,163,118,Supporter,2014-05-14T07:55:12.123,3,False
163,164,115,Teacher,2014-05-14T07:55:12.123,3,False
164,165,53,Teacher,2014-05-14T08:00:42.277,3,False
165,166,108,Teacher,2014-05-14T08:00:42.277,3,False
166,167,108,Custodian,2014-05-14T08:05:42.720,3,False
167,168,123,Informed,2014-05-14T08:08:13.623,3,False
168,169,122,Precognitive,2014-05-14T08:13:18.207,3,False
169,170,116,Precognitive,2014-05-14T08:13:18.207,3,False
170,171,113,Precognitive,2014-05-14T08:13:18.207,3,False
171,172,124,Autobiographer,2014-05-14T08:20:42.267,3,False
172,173,127,Autobiographer,2014-05-14T08:43:28.283,3,False
173,174,118,Student,2014-05-14T08:43:28.283,3,False
174,175,121,Student,2014-05-14T08:43:28.283,3,False
175,176,121,Supporter,2014-05-14T08:43:28.283,3,False
176,177,118,Custodian,2014-05-14T08:43:28.283,3,False
177,178,100,Citizen Patrol,2014-05-14T08:50:24.027,3,False
178,179,115,Informed,2014-05-14T09:09:48.623,3,False
179,180,129,Citizen Patrol,2014-05-14T09:03:32.733,3,False
180,181,118,Editor,2014-05-14T09:12:20.420,3,False
181,182,51,Quorum,2014-05-14T09:13:14.233,3,False
182,183,124,Precognitive,2014-05-14T09:13:14.233,3,False
183,184,129,Precognitive,2014-05-14T09:13:14.233,3,False
184,185,127,Precognitive,2014-05-14T09:13:14.233,3,False
185,186,26,Nice Answer,2014-05-14T09:32:21.363,3,False
186,187,6,Nice Question,2014-05-14T09:32:21.363,3,False
187,188,132,Autobiographer,2014-05-14T09:32:21.363,3,False
188,189,62,Supporter,2014-05-14T09:32:21.363,3,False
189,190,62,Citizen Patrol,2014-05-14T09:33:39.743,3,False
190,191,132,Supporter,2014-05-14T09:37:21.417,3,False
191,192,62,Student,2014-05-14T10:00:08.090,3,False
192,193,36,Nice Answer,2014-05-14T10:10:08.013,3,False
193,194,108,Citizen Patrol,2014-05-14T10:07:08.280,3,False
194,195,87,Supporter,2014-05-14T10:10:08.013,3,False
195,196,14,Quorum,2014-05-14T10:13:15.813,3,False
196,197,132,Precognitive,2014-05-14T10:13:15.813,3,False
197,198,131,Precognitive,2014-05-14T10:13:15.813,3,False
198,199,26,Student,2014-05-14T10:21:18.320,3,False
199,200,84,Supporter,2014-05-14T10:36:18.497,3,False
200,201,134,Autobiographer,2014-05-14T10:41:18.307,3,False
201,202,84,Scholar,2014-05-14T10:41:18.307,3,False
202,203,104,Teacher,2014-05-14T10:41:18.307,3,False
203,204,134,Supporter,2014-05-14T10:46:18.413,3,False
204,205,9,Teacher,2014-05-14T11:00:26.757,3,False
205,206,132,Teacher,2014-05-14T11:00:26.757,3,False
206,207,134,Student,2014-05-14T11:05:12.057,3,False
207,208,18,Supporter,2014-05-14T11:10:12.037,3,False
208,209,62,Quorum,2014-05-14T11:13:24.143,3,False
209,210,135,Precognitive,2014-05-14T11:13:24.143,3,False
210,211,134,Precognitive,2014-05-14T11:13:24.143,3,False
211,212,84,Editor,2014-05-14T11:38:28.280,3,False
212,213,138,Autobiographer,2014-05-14T12:04:53.457,3,False
213,214,136,Supporter,2014-05-14T12:04:53.457,3,False
214,215,59,Teacher,2014-05-14T12:04:53.457,3,False
215,216,138,Informed,2014-05-14T12:05:48.740,3,False
216,217,59,Supporter,2014-05-14T12:09:53.583,3,False
217,218,115,Custodian,2014-05-14T12:14:53.540,3,False
218,219,18,Critic,2014-05-14T12:38:32.997,3,False
219,220,62,Critic,2014-05-14T12:38:32.997,3,False
220,221,87,Critic,2014-05-14T12:38:32.997,3,False
221,222,97,Critic,2014-05-14T12:38:32.997,3,False
222,223,136,Student,2014-05-14T12:38:32.997,3,False
223,224,62,Teacher,2014-05-14T12:53:36.213,3,False
224,225,118,Organizer,2014-05-14T13:12:23.177,3,False
225,226,136,Custodian,2014-05-14T13:12:23.177,3,False
226,227,139,Precognitive,2014-05-14T13:13:14.280,3,False
227,228,141,Precognitive,2014-05-14T13:13:14.280,3,False
228,229,143,Supporter,2014-05-14T13:17:23.237,3,False
229,230,146,Supporter,2014-05-14T13:48:33.260,3,False
230,231,147,Autobiographer,2014-05-14T13:58:33.907,3,False
231,232,148,Informed,2014-05-14T14:06:18.010,3,False
232,233,148,Custodian,2014-05-14T14:08:34.067,3,False
233,234,150,Autobiographer,2014-05-14T14:18:07.860,3,False
234,235,151,Autobiographer,2014-05-14T14:18:07.860,3,False
235,236,151,Supporter,2014-05-14T14:18:07.860,3,False
236,237,97,Quorum,2014-05-14T14:18:09.100,3,False
237,238,108,Quorum,2014-05-14T14:18:09.100,3,False
238,239,145,Precognitive,2014-05-14T14:18:09.100,3,False
239,240,153,Precognitive,2014-05-14T14:18:09.100,3,False
240,241,5,Talkative,2014-05-14T14:18:09.100,3,False
241,242,84,Teacher,2014-05-14T14:28:08.010,3,False
242,243,151,Informed,2014-05-14T14:29:02.557,3,False
243,244,148,Critic,2014-05-14T14:33:07.963,3,False
244,245,148,Supporter,2014-05-14T14:33:07.963,3,False
245,246,108,Custodian,2014-05-14T14:43:08.117,3,False
246,247,6,Citizen Patrol,2014-05-14T14:51:29.203,3,False
247,248,151,Student,2014-05-14T14:53:07.973,3,False
248,249,6,Supporter,2014-05-14T14:53:07.973,3,False
249,250,151,Editor,2014-05-14T14:58:08.057,3,False
250,251,62,Custodian,2014-05-14T14:58:08.057,3,False
251,252,157,Supporter,2014-05-14T15:13:08.403,3,False
252,253,157,Precognitive,2014-05-14T15:21:36.840,3,False
253,254,156,Precognitive,2014-05-14T15:21:36.840,3,False
254,255,116,Supporter,2014-05-14T15:36:33.870,3,False
255,256,21,Teacher,2014-05-14T15:36:33.870,3,False
256,257,160,Autobiographer,2014-05-14T16:03:46.003,3,False
257,258,160,Supporter,2014-05-14T16:03:46.003,3,False
258,259,116,Teacher,2014-05-14T16:03:46.003,3,False
259,260,65,Peer Pressure,2014-05-14T16:13:46.000,3,False
260,261,157,Student,2014-05-14T16:18:46.127,3,False
261,262,116,Critic,2014-05-14T16:36:21.787,3,False
262,263,158,Editor,2014-05-14T16:36:21.787,3,False
263,264,141,Supporter,2014-05-14T16:46:22.113,3,False
264,265,118,Suffrage,2014-05-14T16:51:24.987,3,False
265,266,119,Supporter,2014-05-14T17:07:03.183,3,False
266,267,164,Supporter,2014-05-14T17:12:03.373,3,False
267,268,166,Supporter,2014-05-14T17:12:03.373,3,False
268,269,61,Quorum,2014-05-14T17:21:33.697,3,False
269,270,113,Supporter,2014-05-14T17:22:04.320,3,False
270,271,118,Teacher,2014-05-14T17:22:04.320,3,False
271,272,36,Editor,2014-05-14T17:34:09.920,3,False
272,273,119,Teacher,2014-05-14T17:39:10.287,3,False
273,274,118,Critic,2014-05-14T17:44:09.923,3,False
274,275,158,Student,2014-05-14T17:49:45.080,3,False
275,276,9,Supporter,2014-05-14T17:54:18.193,3,False
276,277,50,Custodian,2014-05-14T17:54:18.193,3,False
277,278,168,Informed,2014-05-14T17:56:21.820,3,False
278,279,168,Supporter,2014-05-14T17:59:18.357,3,False
279,280,9,Informed,2014-05-14T18:06:44.733,3,False
280,281,38,Suffrage,2014-05-14T18:11:01.927,3,False
281,282,170,Autobiographer,2014-05-14T18:16:01.737,3,False
282,283,167,Precognitive,2014-05-14T18:21:33.743,3,False
283,284,170,Precognitive,2014-05-14T18:21:33.743,3,False
284,285,158,Supporter,2014-05-14T18:43:32.910,3,False
285,286,64,Student,2014-05-14T19:03:35.053,3,False
286,287,151,Scholar,2014-05-14T19:22:21.397,3,False
287,288,108,Informed,2014-05-14T19:31:35.603,3,False
288,289,26,Mortarboard,2014-05-14T19:23:18.133,3,False
289,290,175,Autobiographer,2014-05-14T20:20:13.217,3,False
290,291,156,Quorum,2014-05-14T20:21:44.787,3,False
291,292,172,Precognitive,2014-05-14T20:21:44.787,3,False
292,293,174,Precognitive,2014-05-14T20:21:44.787,3,False
293,294,21,Editor,2014-05-14T21:07:32.190,3,False
294,295,178,Autobiographer,2014-05-14T21:42:24.940,3,False
295,296,177,Supporter,2014-05-14T21:42:24.940,3,False
296,297,180,Autobiographer,2014-05-14T22:16:21.297,3,False
297,298,180,Supporter,2014-05-14T22:21:21.347,3,False
298,299,66,Quorum,2014-05-14T22:27:24.127,3,False
299,300,180,Precognitive,2014-05-14T22:27:24.127,3,False
300,301,178,Precognitive,2014-05-14T22:27:24.127,3,False
301,302,179,Precognitive,2014-05-14T22:27:24.127,3,False
302,303,158,Cleanup,2014-05-14T22:31:32.220,3,False
303,304,134,Editor,2014-05-14T22:31:32.220,3,False
304,305,178,Teacher,2014-05-14T22:36:32.373,3,False
305,306,115,Nice Answer,2014-05-14T22:46:32.297,3,False
306,307,179,Student,2014-05-14T23:01:51.480,3,False
307,308,64,Teacher,2014-05-14T23:06:51.493,3,False
308,309,180,Critic,2014-05-14T23:11:51.473,3,False
309,310,181,Supporter,2014-05-14T23:26:53.900,3,False
310,311,9,Nice Answer,2014-05-14T23:38:49.470,3,False
311,312,158,Scholar,2014-05-14T23:54:00.800,3,False
312,313,182,Autobiographer,2014-05-15T02:19:59.347,3,False
313,314,158,Critic,2014-05-15T02:19:59.347,3,False
314,315,182,Supporter,2014-05-15T02:19:59.347,3,False
315,316,53,Supporter,2014-05-15T02:32:21.917,3,False
316,317,183,Precognitive,2014-05-15T03:27:48.927,3,False
317,318,172,Editor,2014-05-15T05:28:43.113,3,False
318,319,24,Editor,2014-05-15T05:53:52.650,3,False
319,320,118,Scholar,2014-05-15T05:53:52.650,3,False
320,321,172,Teacher,2014-05-15T05:53:52.650,3,False
321,322,118,Custodian,2014-05-15T05:53:52.650,3,False
322,323,185,Supporter,2014-05-15T06:27:32.353,3,False
323,324,188,Supporter,2014-05-15T08:56:09.747,3,False
324,325,121,Disciplined,2014-05-15T09:01:09.690,3,False
325,326,179,Scholar,2014-05-15T09:01:09.690,3,False
326,327,84,Custodian,2014-05-15T09:41:40.833,3,False
327,328,133,Supporter,2014-05-15T09:46:40.793,3,False
328,329,116,Editor,2014-05-15T10:06:41.833,3,False
329,330,189,Supporter,2014-05-15T11:17:47.783,3,False
330,331,189,Editor,2014-05-15T11:33:11.030,3,False
331,332,189,Precognitive,2014-05-15T11:33:11.183,3,False
332,333,156,Supporter,2014-05-15T11:54:16.347,3,False
333,334,189,Student,2014-05-15T11:59:16.353,3,False
334,335,11,Supporter,2014-05-15T12:24:22.847,3,False
335,336,116,Student,2014-05-15T13:08:34.770,3,False
336,337,156,Teacher,2014-05-15T13:18:34.950,3,False
337,338,158,Custodian,2014-05-15T13:18:34.950,3,False
338,340,84,Nice Question,2014-05-15T14:05:21.880,3,False
339,341,192,Precognitive,2014-05-15T16:33:35.047,3,False
340,342,158,Teacher,2014-05-15T17:29:37.943,3,False
341,343,26,Nice Answer,2014-05-15T18:11:21.190,3,False
342,344,70,Supporter,2014-05-15T18:54:24.613,3,False
343,345,26,Enlightened,2014-05-15T19:30:44.767,2,False
344,346,158,Commentator,2014-05-15T20:24:41.247,3,False
345,347,92,Teacher,2014-05-15T22:17:54.707,3,False
346,348,6,Critic,2014-05-16T01:56:47.657,3,False
347,349,21,Organizer,2014-05-16T02:50:06.277,3,False
348,350,189,Custodian,2014-05-16T02:50:06.277,3,False
349,351,199,Supporter,2014-05-16T05:07:08.397,3,False
350,352,116,Scholar,2014-05-16T05:12:08.953,3,False
351,353,46,Supporter,2014-05-16T05:56:07.227,3,False
352,354,104,Supporter,2014-05-16T13:18:54.863,3,False
353,355,97,Organizer,2014-05-16T13:45:20.417,3,False
354,356,136,Organizer,2014-05-16T13:45:20.417,3,False
355,357,63,Tag Editor,2014-05-16T13:45:20.417,3,False
356,358,50,Custodian,2014-05-16T13:45:20.417,3,False
357,359,53,Organizer,2014-05-16T13:50:20.433,3,False
358,360,53,Tag Editor,2014-05-16T13:50:20.433,3,False
359,361,118,Tag Editor,2014-05-16T13:50:20.433,3,False
360,362,113,Student,2014-05-16T15:47:52.403,3,False
361,363,15,Supporter,2014-05-16T16:57:57.053,3,False
362,364,200,Supporter,2014-05-16T19:15:39.547,3,False
363,365,200,Student,2014-05-16T20:17:07.953,3,False
364,366,34,Supporter,2014-05-16T20:17:07.953,3,False
365,367,173,Supporter,2014-05-16T20:17:07.953,3,False
366,368,201,Autobiographer,2014-05-16T21:21:35.440,3,False
367,369,201,Supporter,2014-05-16T21:26:35.553,3,False
368,370,201,Precognitive,2014-05-16T22:05:56.333,3,False
369,371,189,Scholar,2014-05-16T23:37:18.923,3,False
370,372,204,Autobiographer,2014-05-17T03:24:25.487,3,False
371,373,84,Custodian,2014-05-17T03:24:25.487,3,False
372,375,199,Student,2014-05-17T03:55:45.230,3,False
373,376,207,Autobiographer,2014-05-17T04:21:47.133,3,False
374,377,199,Scholar,2014-05-17T04:50:59.167,3,False
375,378,208,Autobiographer,2014-05-17T05:19:52.453,3,False
376,379,70,Teacher,2014-05-17T05:19:52.453,3,False
377,380,208,Precognitive,2014-05-17T06:06:47.293,3,False
378,381,53,Editor,2014-05-17T08:42:03.850,3,False
379,382,200,Custodian,2014-05-17T08:42:03.850,3,False
380,383,136,Scholar,2014-05-17T11:07:32.487,3,False
381,384,173,Student,2014-05-17T12:40:28.263,3,False
382,385,216,Autobiographer,2014-05-17T15:11:11.317,3,False
383,386,216,Supporter,2014-05-17T15:11:11.317,3,False
384,387,63,Custodian,2014-05-17T16:25:07.810,3,False
385,388,218,Autobiographer,2014-05-17T16:55:14.180,3,False
386,389,173,Editor,2014-05-17T19:29:08.103,3,False
387,390,224,Autobiographer,2014-05-17T23:55:37.377,3,False
388,391,224,Precognitive,2014-05-18T00:12:07.033,3,False
389,392,122,Supporter,2014-05-18T05:55:11.863,3,False
390,393,26,Custodian,2014-05-18T06:44:03.963,3,False
391,394,26,Custodian,2014-05-18T06:44:03.963,3,False
392,395,212,Student,2014-05-18T06:49:03.930,3,False
393,396,226,Autobiographer,2014-05-18T08:07:45.670,3,False
394,397,122,Student,2014-05-18T08:49:07.317,3,False
395,398,227,Autobiographer,2014-05-18T11:39:36.950,3,False
396,399,227,Supporter,2014-05-18T11:39:36.950,3,False
397,400,227,Student,2014-05-18T13:07:17.913,3,False
398,401,59,Nice Answer,2014-05-18T13:28:27.777,3,False
399,402,172,Supporter,2014-05-18T13:28:27.777,3,False
400,403,122,Editor,2014-05-18T13:33:27.853,3,False
401,404,22,Organizer,2014-05-18T13:33:27.853,3,False
402,405,122,Custodian,2014-05-18T13:33:27.853,3,False
403,406,228,Autobiographer,2014-05-18T13:38:28.813,3,False
404,407,229,Autobiographer,2014-05-18T14:03:42.147,3,False
405,408,59,Enlightened,2014-05-18T14:18:43.257,2,False
406,409,228,Precognitive,2014-05-18T14:26:13.087,3,False
407,410,227,Teacher,2014-05-18T14:44:58.300,3,False
408,411,84,Organizer,2014-05-18T15:13:21.177,3,False
409,412,229,Custodian,2014-05-18T15:13:21.177,3,False
410,413,229,Informed,2014-05-18T15:14:54.530,3,False
411,414,229,Student,2014-05-18T15:23:40.703,3,False
412,415,115,Quorum,2014-05-18T15:26:12.897,3,False
413,416,229,Editor,2014-05-18T15:37:09.043,3,False
414,417,230,Autobiographer,2014-05-18T15:42:09.047,3,False
415,418,229,Supporter,2014-05-18T15:57:09.183,3,False
416,419,109,Scholar,2014-05-18T16:11:18.533,3,False
417,420,109,Custodian,2014-05-18T16:11:18.533,3,False
418,421,230,Precognitive,2014-05-18T16:26:31.003,3,False
419,422,14,Nice Answer,2014-05-18T17:45:37.947,3,False
420,423,227,Custodian,2014-05-18T17:54:22.333,3,False
421,424,229,Teacher,2014-05-18T18:09:22.117,3,False
422,425,63,Nice Question,2014-05-18T19:10:52.760,3,False
423,426,227,Editor,2014-05-18T19:15:53.807,3,False
424,427,180,Teacher,2014-05-18T19:20:53.950,3,False
425,428,173,Autobiographer,2014-05-18T19:25:59.077,3,False
426,429,229,Organizer,2014-05-18T19:42:53.277,3,False
427,430,199,Custodian,2014-05-18T19:42:53.277,3,False
428,431,229,Suffrage,2014-05-18T20:14:10.957,3,False
429,432,229,Vox Populi,2014-05-18T20:52:56.833,3,False
430,433,235,Precognitive,2014-05-18T21:26:30.967,3,False
431,434,84,Commentator,2014-05-18T22:03:04.533,3,False
432,435,84,Custodian,2014-05-18T22:08:04.810,3,False
433,436,237,Precognitive,2014-05-18T23:26:31.033,3,False
434,437,63,Custodian,2014-05-19T01:08:44.533,3,False
435,439,236,Critic,2014-05-19T02:06:05.970,3,False
436,440,208,Teacher,2014-05-19T05:23:19.747,3,False
437,441,240,Autobiographer,2014-05-19T06:09:31.443,3,False
438,442,97,Nice Question,2014-05-19T06:29:42.957,3,False
439,443,241,Supporter,2014-05-19T06:29:42.957,3,False
440,444,212,Scholar,2014-05-19T07:19:57.257,3,False
441,445,212,Supporter,2014-05-19T07:19:57.257,3,False
442,446,84,Quorum,2014-05-19T08:36:48.863,3,False
443,447,242,Autobiographer,2014-05-19T10:30:23.663,3,False
444,448,227,Scholar,2014-05-19T11:01:41.910,3,False
445,449,229,Scholar,2014-05-19T11:48:31.050,3,False
446,450,110,Supporter,2014-05-19T15:26:07.877,3,False
447,451,200,Quorum,2014-05-19T15:38:48.893,3,False
448,452,229,Critic,2014-05-19T15:46:08.603,3,False
449,453,113,Editor,2014-05-19T16:23:43.447,3,False
450,454,247,Autobiographer,2014-05-19T19:40:31.150,3,False
451,455,248,Autobiographer,2014-05-19T20:36:53.990,3,False
452,456,249,Supporter,2014-05-19T23:11:28.163,3,False
453,457,250,Autobiographer,2014-05-20T00:09:39.360,3,False
454,458,250,Student,2014-05-20T00:29:44.647,3,False
455,459,250,Custodian,2014-05-20T04:49:16.187,3,False
456,460,113,Scholar,2014-05-20T07:03:32.317,3,False
457,461,257,Precognitive,2014-05-20T13:47:48.520,3,False
458,462,84,Tag Editor,2014-05-20T13:52:35.383,3,False
